Publicar,sku,nombre_producto,Descripciones,nombre_variante,grupo_variante,presentacion,color,categoria,subcategoria,precio_cop,stock,gestionar_stock,peso_kg,codigo_industrial,url_slug,imagen_principal,galeria_imagenes,usos,caracteristicas,aplicacion_faq,pre_tratamiento,ficha_tecnica_url,ghs_pictogramas,precauciones_h,consejos_prudencia_p,modo_empleo
SI,IS-1-003,Incaspray 1,"Adhesivo monocomponente de policloropreno, resinas sintéticas y solventes, con olor orgánico característico.

Usos Principales:
Ideal para unir grandes superficies, como en la industria del mueble (enchapes, divisiones de oficina, cocinas), colchonería, tapicería y carrocería.
",Incaspray 1 3000,IS-1,3000,,Espuma,Madera,,0,1,,1111120117,incaspray-1-3l,,,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-1-005,Incaspray 1,"Adhesivo monocomponente de policloropreno, resinas sintéticas y solventes, con olor orgánico característico.

Usos Principales:
Ideal para unir grandes superficies, como en la industria del mueble (enchapes, divisiones de oficina, cocinas), colchonería, tapicería y carrocería.
",Incaspray 1 5000,IS-2,5000,,Espuma,Madera,,,,,,,,,,,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-1-045,Incaspray 1,"Adhesivo monocomponente de policloropreno, resinas sintéticas y solventes, con olor orgánico característico.

Usos Principales:
Ideal para unir grandes superficies, como en la industria del mueble (enchapes, divisiones de oficina, cocinas), colchonería, tapicería y carrocería.
",Incaspray 1 4.5 Gal,IS-1,4.5 Gal,,Espuma,Madera,,0,1,,1111120127,incaspray-1-4-5-gal,,,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-1-080,Incaspray 1,"Adhesivo monocomponente de policloropreno, resinas sintéticas y solventes, con olor orgánico característico.

Usos Principales:
Ideal para unir grandes superficies, como en la industria del mueble (enchapes, divisiones de oficina, cocinas), colchonería, tapicería y carrocería.
",Incaspray 1 8 Gal,IS-1,8 Gal,,Espuma,Madera,,0,1,,1111120383,incaspray-1-8-gal,,,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-1-150,Incaspray 1,"Adhesivo monocomponente de policloropreno, resinas sintéticas y solventes, con olor orgánico característico.

Usos Principales:
Ideal para unir grandes superficies, como en la industria del mueble (enchapes, divisiones de oficina, cocinas), colchonería, tapicería y carrocería.
",Incaspray 1 15 Gal,IS-1,15 Gal,,Espuma,Madera,,0,1,,1111120136,incaspray-1-15-gal,,,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-1-530,Incaspray 1,"Adhesivo monocomponente de policloropreno, resinas sintéticas y solventes, con olor orgánico característico.

Usos Principales:
Ideal para unir grandes superficies, como en la industria del mueble (enchapes, divisiones de oficina, cocinas), colchonería, tapicería y carrocería.
",Incaspray 1 53 Gal,IS-1,53 Gal,,Espuma,Madera,,0,1,,1111120152,incaspray-1-53-gal,,,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-1-550,Incaspray 1,"Adhesivo monocomponente de policloropreno, resinas sintéticas y solventes, con olor orgánico característico.

Usos Principales:
Ideal para unir grandes superficies, como en la industria del mueble (enchapes, divisiones de oficina, cocinas), colchonería, tapicería y carrocería.
",Incaspray 1 55 Gal,IS-1,55 Gal,,Espuma,Madera,,0,1,,1111120139,incaspray-1-55-gal,,,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-2-375,Incaspray 2,"Adhesivo industrial de contacto sin tolueno (contiene solventes inflamables), a base de cauchos de policloropreno, resinas y aditivos.

Usos Principales:
Ideal para unir madera, aglomerados, laminados, MDF, telas, espumas, fieltros, cauchos sintéticos y vinilos.
",Incaspray 2 375cc,IS-2,375cc,,Espuma,Madera,,0,1,,1111120104,incaspray-2-375cc,,,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-2-750,Incaspray 2,"Adhesivo industrial de contacto sin tolueno (contiene solventes inflamables), a base de cauchos de policloropreno, resinas y aditivos.

Usos Principales:
Ideal para unir madera, aglomerados, laminados, MDF, telas, espumas, fieltros, cauchos sintéticos y vinilos.
",Incaspray 2 750cc,IS-2,750cc,,Espuma,Madera,,0,1,,1111120109,incaspray-2-750cc,,,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-2-002,Incaspray 2,"Adhesivo industrial de contacto sin tolueno (contiene solventes inflamables), a base de cauchos de policloropreno, resinas y aditivos.

Usos Principales:
Ideal para unir madera, aglomerados, laminados, MDF, telas, espumas, fieltros, cauchos sintéticos y vinilos.
",Incaspray 2 2000,IS-2,2000,,Espuma,Madera,,0,1,,1111120116,incaspray-2-2l,,,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-2-003,Incaspray 2,"Adhesivo industrial de contacto sin tolueno (contiene solventes inflamables), a base de cauchos de policloropreno, resinas y aditivos.

Usos Principales:
Ideal para unir madera, aglomerados, laminados, MDF, telas, espumas, fieltros, cauchos sintéticos y vinilos.
",Incaspray 2 3000,IS-2,3000,,Espuma,Madera,,0,1,,1111120117,incaspray-2-3l,,,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-2-005,Incaspray 2,"Adhesivo industrial de contacto sin tolueno (contiene solventes inflamables), a base de cauchos de policloropreno, resinas y aditivos.

Usos Principales:
Ideal para unir madera, aglomerados, laminados, MDF, telas, espumas, fieltros, cauchos sintéticos y vinilos.
",Incaspray 2 5000,IS-3,5000,,Espuma,Madera,,0,1,,,,,,,,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-2-045,Incaspray 2,"Adhesivo industrial de contacto sin tolueno (contiene solventes inflamables), a base de cauchos de policloropreno, resinas y aditivos.

Usos Principales:
Ideal para unir madera, aglomerados, laminados, MDF, telas, espumas, fieltros, cauchos sintéticos y vinilos.
",Incaspray 2 4.5 Gal,IS-2,4.5 Gal,,Espuma,Madera,,0,1,,1111120127,incaspray-2-4-5-gal,,,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-2-080,Incaspray 2,"Adhesivo industrial de contacto sin tolueno (contiene solventes inflamables), a base de cauchos de policloropreno, resinas y aditivos.

Usos Principales:
Ideal para unir madera, aglomerados, laminados, MDF, telas, espumas, fieltros, cauchos sintéticos y vinilos.
",Incaspray 2 8 Gal,IS-2,8 Gal,,Espuma,Madera,,0,1,,1111120383,incaspray-2-8-gal,,,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-2-150,Incaspray 2,"Adhesivo industrial de contacto sin tolueno (contiene solventes inflamables), a base de cauchos de policloropreno, resinas y aditivos.

Usos Principales:
Ideal para unir madera, aglomerados, laminados, MDF, telas, espumas, fieltros, cauchos sintéticos y vinilos.
",Incaspray 2 15 Gal,IS-2,15 Gal,,Espuma,Madera,,0,1,,1111120136,incaspray-2-15-gal,,,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-2-530,Incaspray 2,"Adhesivo industrial de contacto sin tolueno (contiene solventes inflamables), a base de cauchos de policloropreno, resinas y aditivos.

Usos Principales:
Ideal para unir madera, aglomerados, laminados, MDF, telas, espumas, fieltros, cauchos sintéticos y vinilos.
",Incaspray 2 53 Gal,IS-2,53 Gal,,Espuma,Madera,,0,1,,1111120152,incaspray-2-53-gal,,,ADHESIVO DE ALTA COBERTURA PARA SUPERFICIES,Ideal grandes superficies Alta fuerza inicial y final Ideal proceso post-formado Aplicación manual o pistola,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
SI,IS-2-550,Incaspray 2,"Adhesivo industrial de contacto sin tolueno (contiene solventes inflamables), a base de cauchos de policloropreno, resinas y aditivos.

Usos Principales:
Ideal para unir madera, aglomerados, laminados, MDF, telas, espumas, fieltros, cauchos sintéticos y vinilos.
",Incaspray 2 55 Gal,IS-3,55 Gal,,Espuma,Madera,,,,,,,,,,,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H336: Puede provocar somnolencia o vértigo. H361: Se sospecha daño a la fertilidad o el feto. H373: Puede provocar daños en órganos por exposición prolongada. H400: Muy tóxico para organismos acuáticos.,"P210: Mantener alejado de calor y llamas. P243: Evitar descargas electrostáticas. P260: No respirar vapores/aerosoles. P280: Usar protección (guantes, gafas). P301+P310: En caso de ingestión, llamar inmediatamente a toxicología. P331: No provocar vómito. P303+P361+P353: En contacto con la piel, retirar ropa y lavar. P370+P378: En incendio, usar espuma, CO2 o polvo químico. P403+P235: Almacenar en lugar ventilado. P501: Eliminar según normativa.","Preparar: Superficies limpias, secas y libres de grasa. 2. Aplicar: Aplicar película delgada y uniforme con brocha, espátula o pistola; en materiales porosos aplicar segunda capa. 3. Secado: Dejar secar entre 5-30 min según condiciones. 4. Unir: Unir aplicando presión uniforme en un solo sentido; la resistencia máxima se alcanza a las 72 h."
